
----- New Logging Session Started -----
Timestamp,Level,Task,Message

----- New Logging Session Started -----
Timestamp,Level,Task,Message

----- New Logging Session Started -----
Timestamp,Level,Task,Message

----- New Logging Session Started -----
Timestamp,Level,Task,Message
1073,ERROR,loopTask,SYSTEM RESTART DETECTED - this message should appear only once after power-up
42851,ERROR,GNSSTask,GNSSTask time, 20
42876,ERROR,ControlTask,ControlTask time, 0
42879,ERROR,NavTask,NavigationTask time, 0
42886,ERROR,GGATask,GGATask time, 6
42933,ERROR,GNSSTask,GNSS checkUblox time, 2
42933,ERROR,GNSSTask,GNSSTask time, 2
42976,ERROR,ControlTask,ControlTask time, 0
42979,ERROR,NavTask,NavigationTask time, 0
43033,ERROR,GNSSTask,GNSS checkUblox time, 2
43033,ERROR,GNSSTask,GNSSTask time, 2
43076,ERROR,ControlTask,ControlTask time, 0
43079,ERROR,NavTask,NavigationTask time, 0
43133,ERROR,GNSSTask,GNSS checkUblox time, 2
43133,ERROR,GNSSTask,GNSSTask time, 2
43176,ERROR,ControlTask,ControlTask time, 0
43179,ERROR,NavTask,NavigationTask time, 0
43233,ERROR,GNSSTask,GNSS checkUblox time, 2
43233,ERROR,GNSSTask,GNSSTask time, 2
43276,ERROR,ControlTask,ControlTask time, 0
43279,ERROR,NavTask,NavigationTask time, 0
43333,ERROR,GNSSTask,GNSS checkUblox time, 2
43333,ERROR,GNSSTask,GNSSTask time, 2
43376,ERROR,ControlTask,ControlTask time, 0
43379,ERROR,NavTask,NavigationTask time, 0
43433,ERROR,GNSSTask,GNSS checkUblox time, 1
43433,ERROR,GNSSTask,GNSSTask time, 2
43476,ERROR,ControlTask,ControlTask time, 0
43479,ERROR,NavTask,NavigationTask time, 0
43532,ERROR,GNSSTask,GNSS checkUblox time, 1
43533,ERROR,GNSSTask,GNSSTask time, 2
43576,ERROR,ControlTask,ControlTask time, 0
43579,ERROR,NavTask,NavigationTask time, 0
43654,ERROR,GNSSTask,pushRawData time, 23
43655,ERROR,GNSSTask,GNSS checkUblox time, 1
43655,ERROR,GNSSTask,GNSSTask time, 24
43676,ERROR,ControlTask,ControlTask time, 0
43679,ERROR,NavTask,NavigationTask time, 0
43733,ERROR,GNSSTask,GNSS checkUblox time, 2
43733,ERROR,GNSSTask,GNSSTask time, 2
43776,ERROR,ControlTask,ControlTask time, 0
43779,ERROR,NavTask,NavigationTask time, 0
43833,ERROR,GNSSTask,GNSS checkUblox time, 2
43833,ERROR,GNSSTask,GNSSTask time, 2
43876,ERROR,ControlTask,ControlTask time, 0
43879,ERROR,NavTask,NavigationTask time, 0
43886,ERROR,GGATask,GGATask time, 6
43933,ERROR,GNSSTask,GNSS checkUblox time, 2
43933,ERROR,GNSSTask,GNSSTask time, 2
43976,ERROR,ControlTask,ControlTask time, 0
43979,ERROR,NavTask,NavigationTask time, 0
44032,ERROR,GNSSTask,GNSS checkUblox time, 1
44033,ERROR,GNSSTask,GNSSTask time, 2
44076,ERROR,ControlTask,ControlTask time, 0
44079,ERROR,NavTask,NavigationTask time, 0
44132,ERROR,GNSSTask,GNSS checkUblox time, 1
44133,ERROR,GNSSTask,GNSSTask time, 2
44176,ERROR,ControlTask,ControlTask time, 0
44179,ERROR,NavTask,NavigationTask time, 0
44233,ERROR,GNSSTask,GNSS checkUblox time, 2
44233,ERROR,GNSSTask,GNSSTask time, 2
44276,ERROR,ControlTask,ControlTask time, 0
44279,ERROR,NavTask,NavigationTask time, 0
44333,ERROR,GNSSTask,GNSS checkUblox time, 2
44333,ERROR,GNSSTask,GNSSTask time, 2
44376,ERROR,ControlTask,ControlTask time, 0
44379,ERROR,NavTask,NavigationTask time, 0
44433,ERROR,GNSSTask,GNSS checkUblox time, 1
44433,ERROR,GNSSTask,GNSSTask time, 2
44476,ERROR,ControlTask,ControlTask time, 0
44479,ERROR,NavTask,NavigationTask time, 0
44532,ERROR,GNSSTask,GNSS checkUblox time, 1
44533,ERROR,GNSSTask,GNSSTask time, 2
44576,ERROR,ControlTask,ControlTask time, 0
44579,ERROR,NavTask,NavigationTask time, 0
44651,ERROR,GNSSTask,pushRawData time, 20
44652,ERROR,GNSSTask,GNSS checkUblox time, 1
44652,ERROR,GNSSTask,GNSSTask time, 21
44676,ERROR,ControlTask,ControlTask time, 0
44679,ERROR,NavTask,NavigationTask time, 0
44733,ERROR,GNSSTask,GNSS checkCallbacks time, 1
44733,ERROR,GNSSTask,GNSS checkUblox time, 2
44734,ERROR,GNSSTask,GNSSTask time, 3
44776,ERROR,ControlTask,ControlTask time, 0
44779,ERROR,NavTask,NavigationTask time, 0
44833,ERROR,GNSSTask,GNSS checkUblox time, 2
44833,ERROR,GNSSTask,GNSSTask time, 2
44876,ERROR,ControlTask,ControlTask time, 0
44879,ERROR,NavTask,NavigationTask time, 0
44886,ERROR,GGATask,GGATask time, 6
44933,ERROR,GNSSTask,GNSS checkUblox time, 2
44933,ERROR,GNSSTask,GNSSTask time, 2
44976,ERROR,ControlTask,ControlTask time, 0
44979,ERROR,NavTask,NavigationTask time, 0
45033,ERROR,GNSSTask,GNSS checkUblox time, 2
45033,ERROR,GNSSTask,GNSSTask time, 2
45076,ERROR,ControlTask,ControlTask time, 0
45079,ERROR,NavTask,NavigationTask time, 0
45133,ERROR,GNSSTask,GNSS checkUblox time, 1
45133,ERROR,GNSSTask,GNSSTask time, 2
45176,ERROR,ControlTask,ControlTask time, 0
45179,ERROR,NavTask,NavigationTask time, 0
45232,ERROR,GNSSTask,GNSS checkUblox time, 1
45233,ERROR,GNSSTask,GNSSTask time, 2
45276,ERROR,ControlTask,ControlTask time, 0
45279,ERROR,NavTask,NavigationTask time, 0
45333,ERROR,GNSSTask,GNSS checkUblox time, 2
45333,ERROR,GNSSTask,GNSSTask time, 2
45376,ERROR,ControlTask,ControlTask time, 0
45379,ERROR,NavTask,NavigationTask time, 0
45433,ERROR,GNSSTask,GNSS checkUblox time, 1
45433,ERROR,GNSSTask,GNSSTask time, 2
45476,ERROR,ControlTask,ControlTask time, 0
45479,ERROR,NavTask,NavigationTask time, 0
45532,ERROR,GNSSTask,GNSS checkUblox time, 1
45533,ERROR,GNSSTask,GNSSTask time, 2
45576,ERROR,ControlTask,ControlTask time, 0
45579,ERROR,NavTask,NavigationTask time, 0
45632,ERROR,GNSSTask,GNSS checkUblox time, 1
45633,ERROR,GNSSTask,GNSSTask time, 2
45676,ERROR,ControlTask,ControlTask time, 0
45679,ERROR,NavTask,NavigationTask time, 0
45732,ERROR,GNSSTask,GNSS checkUblox time, 1
45733,ERROR,GNSSTask,GNSSTask time, 2
45776,ERROR,ControlTask,ControlTask time, 0
45779,ERROR,NavTask,NavigationTask time, 0
45852,ERROR,GNSSTask,pushRawData time, 21
45853,ERROR,GNSSTask,GNSS checkUblox time, 1
45853,ERROR,GNSSTask,GNSSTask time, 22
45876,ERROR,ControlTask,ControlTask time, 0
45879,ERROR,NavTask,NavigationTask time, 0
45884,ERROR,GGATask,GGATask time, 4
45933,ERROR,GNSSTask,GNSS checkUblox time, 2
45933,ERROR,GNSSTask,GNSSTask time, 2
45976,ERROR,ControlTask,ControlTask time, 0
45979,ERROR,NavTask,NavigationTask time, 0
46033,ERROR,GNSSTask,GNSS checkUblox time, 2
46033,ERROR,GNSSTask,GNSSTask time, 2
46076,ERROR,ControlTask,ControlTask time, 0
46079,ERROR,NavTask,NavigationTask time, 0
46132,ERROR,GNSSTask,GNSS checkUblox time, 1
46133,ERROR,GNSSTask,GNSSTask time, 2
46176,ERROR,ControlTask,ControlTask time, 0
46179,ERROR,NavTask,NavigationTask time, 0
46232,ERROR,GNSSTask,GNSS checkUblox time, 1
46233,ERROR,GNSSTask,GNSSTask time, 2
46276,ERROR,ControlTask,ControlTask time, 0
46279,ERROR,NavTask,NavigationTask time, 0
46333,ERROR,GNSSTask,GNSS checkCallbacks time, 1
46333,ERROR,GNSSTask,GNSS checkUblox time, 2
46334,ERROR,GNSSTask,GNSSTask time, 3
46376,ERROR,ControlTask,ControlTask time, 0
46379,ERROR,NavTask,NavigationTask time, 0
46433,ERROR,GNSSTask,GNSS checkUblox time, 2
46433,ERROR,GNSSTask,GNSSTask time, 2
46476,ERROR,ControlTask,ControlTask time, 0
46479,ERROR,NavTask,NavigationTask time, 0
46532,ERROR,GNSSTask,GNSS checkUblox time, 1
46533,ERROR,GNSSTask,GNSSTask time, 2
46576,ERROR,ControlTask,ControlTask time, 0
46579,ERROR,NavTask,NavigationTask time, 0
46632,ERROR,GNSSTask,GNSS checkUblox time, 1
46633,ERROR,GNSSTask,GNSSTask time, 2
46676,ERROR,ControlTask,ControlTask time, 0
46679,ERROR,NavTask,NavigationTask time, 0
46732,ERROR,GNSSTask,GNSS checkUblox time, 1
46733,ERROR,GNSSTask,GNSSTask time, 2
46776,ERROR,ControlTask,ControlTask time, 0
46779,ERROR,NavTask,NavigationTask time, 0
46852,ERROR,GNSSTask,pushRawData time, 21
46853,ERROR,GNSSTask,GNSS checkUblox time, 1
46854,ERROR,GNSSTask,GNSSTask time, 23
46876,ERROR,ControlTask,ControlTask time, 0
46879,ERROR,NavTask,NavigationTask time, 0
46885,ERROR,GGATask,GGATask time, 5
46933,ERROR,GNSSTask,GNSS checkUblox time, 2
46933,ERROR,GNSSTask,GNSSTask time, 2
46976,ERROR,ControlTask,ControlTask time, 0
46979,ERROR,NavTask,NavigationTask time, 0
47033,ERROR,GNSSTask,GNSS checkUblox time, 2
47033,ERROR,GNSSTask,GNSSTask time, 2
47076,ERROR,ControlTask,ControlTask time, 0
47079,ERROR,NavTask,NavigationTask time, 0
47133,ERROR,GNSSTask,GNSS checkUblox time, 1
47133,ERROR,GNSSTask,GNSSTask time, 2
47176,ERROR,ControlTask,ControlTask time, 0
47179,ERROR,NavTask,NavigationTask time, 0
47233,ERROR,GNSSTask,GNSS checkUblox time, 2
47233,ERROR,GNSSTask,GNSSTask time, 2
47276,ERROR,ControlTask,ControlTask time, 0
47279,ERROR,NavTask,NavigationTask time, 0
47333,ERROR,GNSSTask,GNSS checkUblox time, 2
47333,ERROR,GNSSTask,GNSSTask time, 2
47376,ERROR,ControlTask,ControlTask time, 0
47379,ERROR,NavTask,NavigationTask time, 0
47433,ERROR,GNSSTask,GNSS checkUblox time, 2
47433,ERROR,GNSSTask,GNSSTask time, 2
47476,ERROR,ControlTask,ControlTask time, 0
47479,ERROR,NavTask,NavigationTask time, 0
47533,ERROR,GNSSTask,GNSS checkUblox time, 2
47533,ERROR,GNSSTask,GNSSTask time, 2
47576,ERROR,ControlTask,ControlTask time, 0
47579,ERROR,NavTask,NavigationTask time, 0
47633,ERROR,GNSSTask,GNSS checkUblox time, 2
47633,ERROR,GNSSTask,GNSSTask time, 2
47676,ERROR,ControlTask,ControlTask time, 0
47679,ERROR,NavTask,NavigationTask time, 0
47733,ERROR,GNSSTask,GNSS checkUblox time, 2
47733,ERROR,GNSSTask,GNSSTask time, 2
47776,ERROR,ControlTask,ControlTask time, 0
47779,ERROR,NavTask,NavigationTask time, 0
47833,ERROR,GNSSTask,GNSS checkUblox time, 2
47833,ERROR,GNSSTask,GNSSTask time, 2
47876,ERROR,ControlTask,ControlTask time, 0
47879,ERROR,NavTask,NavigationTask time, 0
47885,ERROR,GGATask,GGATask time, 5
47952,ERROR,GNSSTask,pushRawData time, 21
47953,ERROR,GNSSTask,GNSS checkUblox time, 1
47953,ERROR,GNSSTask,GNSSTask time, 22
47976,ERROR,ControlTask,ControlTask time, 0
47979,ERROR,NavTask,NavigationTask time, 0
48033,ERROR,GNSSTask,GNSS checkUblox time, 2
48033,ERROR,GNSSTask,GNSSTask time, 2
48076,ERROR,ControlTask,ControlTask time, 0
48079,ERROR,NavTask,NavigationTask time, 0
48133,ERROR,GNSSTask,GNSS checkUblox time, 2
48133,ERROR,GNSSTask,GNSSTask time, 2
48176,ERROR,ControlTask,ControlTask time, 0
48179,ERROR,NavTask,NavigationTask time, 0
48233,ERROR,GNSSTask,GNSS checkCallbacks time, 1
48233,ERROR,GNSSTask,GNSS checkUblox time, 2
48233,ERROR,GNSSTask,GNSSTask time, 2
48276,ERROR,ControlTask,ControlTask time, 0
48279,ERROR,NavTask,NavigationTask time, 0
48333,ERROR,GNSSTask,GNSS checkCallbacks time, 1
48333,ERROR,GNSSTask,GNSS checkUblox time, 2
48334,ERROR,GNSSTask,GNSSTask time, 3
48376,ERROR,ControlTask,ControlTask time, 0
48379,ERROR,NavTask,NavigationTask time, 0
48433,ERROR,GNSSTask,GNSS checkUblox time, 2
48433,ERROR,GNSSTask,GNSSTask time, 2
48476,ERROR,ControlTask,ControlTask time, 0
48479,ERROR,NavTask,NavigationTask time, 0
48533,ERROR,GNSSTask,GNSS checkUblox time, 2
48533,ERROR,GNSSTask,GNSSTask time, 2
48576,ERROR,ControlTask,ControlTask time, 0
48579,ERROR,NavTask,NavigationTask time, 0
48633,ERROR,GNSSTask,GNSS checkUblox time, 2
48633,ERROR,GNSSTask,GNSSTask time, 2
48676,ERROR,ControlTask,ControlTask time, 0
48679,ERROR,NavTask,NavigationTask time, 0
48750,ERROR,GNSSTask,pushRawData time, 19
48751,ERROR,GNSSTask,GNSS checkUblox time, 1
48751,ERROR,GNSSTask,GNSSTask time, 20
48776,ERROR,ControlTask,ControlTask time, 0
48779,ERROR,NavTask,NavigationTask time, 0
48833,ERROR,GNSSTask,GNSS checkCallbacks time, 1
48833,ERROR,GNSSTask,GNSS checkUblox time, 2
48834,ERROR,GNSSTask,GNSSTask time, 3
48876,ERROR,ControlTask,ControlTask time, 0
48879,ERROR,NavTask,NavigationTask time, 0
48884,ERROR,GGATask,GGATask time, 4
48933,ERROR,GNSSTask,GNSS checkUblox time, 2
48933,ERROR,GNSSTask,GNSSTask time, 2
48976,ERROR,ControlTask,ControlTask time, 0
48979,ERROR,NavTask,NavigationTask time, 0
49033,ERROR,GNSSTask,GNSS checkUblox time, 2
49033,ERROR,GNSSTask,GNSSTask time, 2
49076,ERROR,ControlTask,ControlTask time, 0
49079,ERROR,NavTask,NavigationTask time, 0
49133,ERROR,GNSSTask,GNSS checkUblox time, 2
49133,ERROR,GNSSTask,GNSSTask time, 2
49176,ERROR,ControlTask,ControlTask time, 0
49179,ERROR,NavTask,NavigationTask time, 0
49233,ERROR,GNSSTask,GNSS checkUblox time, 2
49233,ERROR,GNSSTask,GNSSTask time, 2
49276,ERROR,ControlTask,ControlTask time, 0
49279,ERROR,NavTask,NavigationTask time, 0
49333,ERROR,GNSSTask,GNSS checkUblox time, 2
49333,ERROR,GNSSTask,GNSSTask time, 2
49376,ERROR,ControlTask,ControlTask time, 0
49379,ERROR,NavTask,NavigationTask time, 0
49433,ERROR,GNSSTask,GNSS checkUblox time, 2
49433,ERROR,GNSSTask,GNSSTask time, 2
49476,ERROR,ControlTask,ControlTask time, 0
49479,ERROR,NavTask,NavigationTask time, 0
49533,ERROR,GNSSTask,GNSS checkUblox time, 2
49533,ERROR,GNSSTask,GNSSTask time, 2
49576,ERROR,ControlTask,ControlTask time, 0
49579,ERROR,NavTask,NavigationTask time, 0
49633,ERROR,GNSSTask,GNSS checkUblox time, 2
49633,ERROR,GNSSTask,GNSSTask time, 2
49676,ERROR,ControlTask,ControlTask time, 0
49679,ERROR,NavTask,NavigationTask time, 0
49752,ERROR,GNSSTask,pushRawData time, 21
49754,ERROR,GNSSTask,GNSSTask time, 23
49776,ERROR,ControlTask,ControlTask time, 0
49779,ERROR,NavTask,NavigationTask time, 0
49833,ERROR,GNSSTask,GNSS checkUblox time, 2
49833,ERROR,GNSSTask,GNSSTask time, 2
49876,ERROR,ControlTask,ControlTask time, 0
49879,ERROR,NavTask,NavigationTask time, 0
49885,ERROR,GGATask,GGATask time, 5
49933,ERROR,GNSSTask,GNSS checkUblox time, 2
49933,ERROR,GNSSTask,GNSSTask time, 2
49976,ERROR,ControlTask,ControlTask time, 0
49979,ERROR,NavTask,NavigationTask time, 0
50033,ERROR,GNSSTask,GNSS checkUblox time, 2
50033,ERROR,GNSSTask,GNSSTask time, 2
50076,ERROR,ControlTask,ControlTask time, 0
50079,ERROR,NavTask,NavigationTask time, 0
50133,ERROR,GNSSTask,GNSS checkUblox time, 2
50133,ERROR,GNSSTask,GNSSTask time, 2
50176,ERROR,ControlTask,ControlTask time, 0
50179,ERROR,NavTask,NavigationTask time, 0
50233,ERROR,GNSSTask,GNSS checkUblox time, 2
50233,ERROR,GNSSTask,GNSSTask time, 2
50276,ERROR,ControlTask,ControlTask time, 0
50279,ERROR,NavTask,NavigationTask time, 0
50333,ERROR,GNSSTask,GNSS checkUblox time, 2
50333,ERROR,GNSSTask,GNSSTask time, 2
50376,ERROR,ControlTask,ControlTask time, 0
50379,ERROR,NavTask,NavigationTask time, 0
50433,ERROR,GNSSTask,GNSS checkUblox time, 2
50433,ERROR,GNSSTask,GNSSTask time, 2
50476,ERROR,ControlTask,ControlTask time, 0
50479,ERROR,NavTask,NavigationTask time, 0
50533,ERROR,GNSSTask,GNSS checkUblox time, 2
50533,ERROR,GNSSTask,GNSSTask time, 2
50576,ERROR,ControlTask,ControlTask time, 0
50579,ERROR,NavTask,NavigationTask time, 0
50633,ERROR,GNSSTask,GNSS checkUblox time, 2
50633,ERROR,GNSSTask,GNSSTask time, 2
50676,ERROR,ControlTask,ControlTask time, 0
50679,ERROR,NavTask,NavigationTask time, 0
50733,ERROR,GNSSTask,GNSS checkUblox time, 2
50733,ERROR,GNSSTask,GNSSTask time, 2
50776,ERROR,ControlTask,ControlTask time, 0
50779,ERROR,NavTask,NavigationTask time, 0
50850,ERROR,GNSSTask,pushRawData time, 19
50851,ERROR,GNSSTask,GNSS checkUblox time, 1
50852,ERROR,GNSSTask,GNSSTask time, 21
50876,ERROR,ControlTask,ControlTask time, 0
50879,ERROR,NavTask,NavigationTask time, 0
50884,ERROR,GGATask,GGATask time, 4
50933,ERROR,GNSSTask,GNSS checkUblox time, 2
50933,ERROR,GNSSTask,GNSSTask time, 2
50976,ERROR,ControlTask,ControlTask time, 0
50979,ERROR,NavTask,NavigationTask time, 0
51033,ERROR,GNSSTask,GNSS checkUblox time, 2
51033,ERROR,GNSSTask,GNSSTask time, 2
51076,ERROR,ControlTask,ControlTask time, 0
51079,ERROR,NavTask,NavigationTask time, 0
51133,ERROR,GNSSTask,GNSS checkUblox time, 2
51133,ERROR,GNSSTask,GNSSTask time, 2
51176,ERROR,ControlTask,ControlTask time, 0
51179,ERROR,NavTask,NavigationTask time, 0
51233,ERROR,GNSSTask,GNSS checkUblox time, 2
51233,ERROR,GNSSTask,GNSSTask time, 2
51276,ERROR,ControlTask,ControlTask time, 0
51279,ERROR,NavTask,NavigationTask time, 0
51333,ERROR,GNSSTask,GNSS checkUblox time, 2
51333,ERROR,GNSSTask,GNSSTask time, 2
51376,ERROR,ControlTask,ControlTask time, 0
51379,ERROR,NavTask,NavigationTask time, 0
51433,ERROR,GNSSTask,GNSS checkCallbacks time, 1
51433,ERROR,GNSSTask,GNSS checkUblox time, 2
51433,ERROR,GNSSTask,GNSSTask time, 2
51476,ERROR,ControlTask,ControlTask time, 0
51479,ERROR,NavTask,NavigationTask time, 0
51533,ERROR,GNSSTask,GNSS checkUblox time, 2
51533,ERROR,GNSSTask,GNSSTask time, 2
51576,ERROR,ControlTask,ControlTask time, 0
51579,ERROR,NavTask,NavigationTask time, 0
51655,ERROR,GNSSTask,pushRawData time, 24
51656,ERROR,GNSSTask,GNSS checkUblox time, 1
51656,ERROR,GNSSTask,GNSSTask time, 25
51676,ERROR,ControlTask,ControlTask time, 0
51679,ERROR,NavTask,NavigationTask time, 0
51733,ERROR,GNSSTask,GNSS checkUblox time, 2
51733,ERROR,GNSSTask,GNSSTask time, 2
51776,ERROR,ControlTask,ControlTask time, 0
51779,ERROR,NavTask,NavigationTask time, 0
51833,ERROR,GNSSTask,GNSS checkUblox time, 2
51833,ERROR,GNSSTask,GNSSTask time, 2
51876,ERROR,ControlTask,ControlTask time, 0
51879,ERROR,NavTask,NavigationTask time, 0
51885,ERROR,GGATask,GGATask time, 5
51933,ERROR,GNSSTask,GNSS checkUblox time, 2
51933,ERROR,GNSSTask,GNSSTask time, 2
51976,ERROR,ControlTask,ControlTask time, 0
51979,ERROR,NavTask,NavigationTask time, 0
52033,ERROR,GNSSTask,GNSS checkUblox time, 2
52033,ERROR,GNSSTask,GNSSTask time, 2
52076,ERROR,ControlTask,ControlTask time, 0
52079,ERROR,NavTask,NavigationTask time, 0
52133,ERROR,GNSSTask,GNSS checkUblox time, 2
52133,ERROR,GNSSTask,GNSSTask time, 2
52176,ERROR,ControlTask,ControlTask time, 0
52179,ERROR,NavTask,NavigationTask time, 0
52233,ERROR,GNSSTask,GNSS checkUblox time, 2
52233,ERROR,GNSSTask,GNSSTask time, 2
52276,ERROR,ControlTask,ControlTask time, 0
52279,ERROR,NavTask,NavigationTask time, 0
52333,ERROR,GNSSTask,GNSS checkUblox time, 2
52333,ERROR,GNSSTask,GNSSTask time, 2
52376,ERROR,ControlTask,ControlTask time, 0
52379,ERROR,NavTask,NavigationTask time, 0
52433,ERROR,GNSSTask,GNSS checkUblox time, 2
52433,ERROR,GNSSTask,GNSSTask time, 2
52476,ERROR,ControlTask,ControlTask time, 0
52479,ERROR,NavTask,NavigationTask time, 0
52533,ERROR,GNSSTask,GNSS checkUblox time, 2
52533,ERROR,GNSSTask,GNSSTask time, 2
52576,ERROR,ControlTask,ControlTask time, 0
52579,ERROR,NavTask,NavigationTask time, 0
52633,ERROR,GNSSTask,GNSS checkUblox time, 2
52633,ERROR,GNSSTask,GNSSTask time, 2
52676,ERROR,ControlTask,ControlTask time, 0
52679,ERROR,NavTask,NavigationTask time, 0
52733,ERROR,GNSSTask,GNSS checkUblox time, 2
52733,ERROR,GNSSTask,GNSSTask time, 2
52776,ERROR,ControlTask,ControlTask time, 0
52779,ERROR,NavTask,NavigationTask time, 0
52833,ERROR,GNSSTask,GNSS checkUblox time, 2
52833,ERROR,GNSSTask,GNSSTask time, 2
52876,ERROR,ControlTask,ControlTask time, 0
52879,ERROR,NavTask,NavigationTask time, 0
52884,ERROR,GGATask,GGATask time, 4
52950,ERROR,GNSSTask,pushRawData time, 19
52951,ERROR,GNSSTask,GNSSTask time, 20
52976,ERROR,ControlTask,ControlTask time, 0
52979,ERROR,NavTask,NavigationTask time, 0
53033,ERROR,GNSSTask,GNSS checkUblox time, 2
53033,ERROR,GNSSTask,GNSSTask time, 2
53076,ERROR,ControlTask,ControlTask time, 0
53079,ERROR,NavTask,NavigationTask time, 0
53133,ERROR,GNSSTask,GNSS checkUblox time, 2
53133,ERROR,GNSSTask,GNSSTask time, 2
53176,ERROR,ControlTask,ControlTask time, 0
53179,ERROR,NavTask,NavigationTask time, 0
53233,ERROR,GNSSTask,GNSS checkUblox time, 2
53233,ERROR,GNSSTask,GNSSTask time, 2
53276,ERROR,ControlTask,ControlTask time, 0
53279,ERROR,NavTask,NavigationTask time, 0
53333,ERROR,GNSSTask,GNSS checkUblox time, 2
53333,ERROR,GNSSTask,GNSSTask time, 2
53376,ERROR,ControlTask,ControlTask time, 0
53379,ERROR,NavTask,NavigationTask time, 0
53433,ERROR,GNSSTask,GNSS checkUblox time, 2
53433,ERROR,GNSSTask,GNSSTask time, 2
53476,ERROR,ControlTask,ControlTask time, 0
53479,ERROR,NavTask,NavigationTask time, 0
53533,ERROR,GNSSTask,GNSS checkUblox time, 2
53533,ERROR,GNSSTask,GNSSTask time, 2
53576,ERROR,ControlTask,ControlTask time, 0
53579,ERROR,NavTask,NavigationTask time, 0
53633,ERROR,GNSSTask,GNSS checkUblox time, 2
53633,ERROR,GNSSTask,GNSSTask time, 2
53676,ERROR,ControlTask,ControlTask time, 0
53679,ERROR,NavTask,NavigationTask time, 0
53733,ERROR,GNSSTask,GNSS checkUblox time, 2
53733,ERROR,GNSSTask,GNSSTask time, 2
53776,ERROR,ControlTask,ControlTask time, 0
53779,ERROR,NavTask,NavigationTask time, 0
53852,ERROR,GNSSTask,pushRawData time, 21
53853,ERROR,GNSSTask,GNSSTask time, 22
53876,ERROR,ControlTask,ControlTask time, 0
53880,ERROR,NavTask,NavigationTask time, 1
53884,ERROR,GGATask,GGATask time, 4
53933,ERROR,GNSSTask,GNSS checkCallbacks time, 1
53933,ERROR,GNSSTask,GNSS checkUblox time, 2
53934,ERROR,GNSSTask,GNSSTask time, 3
53976,ERROR,ControlTask,ControlTask time, 0
53979,ERROR,NavTask,NavigationTask time, 0
54033,ERROR,GNSSTask,GNSS checkUblox time, 2
54033,ERROR,GNSSTask,GNSSTask time, 2
54076,ERROR,ControlTask,ControlTask time, 0
54079,ERROR,NavTask,NavigationTask time, 0
54133,ERROR,GNSSTask,GNSS checkUblox time, 2
54133,ERROR,GNSSTask,GNSSTask time, 2
54176,ERROR,ControlTask,ControlTask time, 0
54179,ERROR,NavTask,NavigationTask time, 0
54233,ERROR,GNSSTask,GNSS checkUblox time, 2
54233,ERROR,GNSSTask,GNSSTask time, 2
54276,ERROR,ControlTask,ControlTask time, 0
54279,ERROR,NavTask,NavigationTask time, 0
54333,ERROR,GNSSTask,GNSS checkUblox time, 2
54333,ERROR,GNSSTask,GNSSTask time, 2
54376,ERROR,ControlTask,ControlTask time, 0
54379,ERROR,NavTask,NavigationTask time, 0
54433,ERROR,GNSSTask,GNSS checkUblox time, 2
54433,ERROR,GNSSTask,GNSSTask time, 2
54476,ERROR,ControlTask,ControlTask time, 0
54479,ERROR,NavTask,NavigationTask time, 0
54533,ERROR,GNSSTask,GNSS checkUblox time, 2
54533,ERROR,GNSSTask,GNSSTask time, 2
54576,ERROR,ControlTask,ControlTask time, 0
54579,ERROR,NavTask,NavigationTask time, 0
54633,ERROR,GNSSTask,GNSS checkUblox time, 2
54633,ERROR,GNSSTask,GNSSTask time, 2
54676,ERROR,ControlTask,ControlTask time, 0
54679,ERROR,NavTask,NavigationTask time, 0
54733,ERROR,GNSSTask,GNSS checkUblox time, 2
54733,ERROR,GNSSTask,GNSSTask time, 2
54776,ERROR,ControlTask,ControlTask time, 0
54779,ERROR,NavTask,NavigationTask time, 0
54833,ERROR,GNSSTask,GNSS checkCallbacks time, 1
54833,ERROR,GNSSTask,GNSS checkUblox time, 2
54834,ERROR,GNSSTask,GNSSTask time, 3
54876,ERROR,ControlTask,ControlTask time, 0
54879,ERROR,NavTask,NavigationTask time, 0
54884,ERROR,GGATask,GGATask time, 4
54951,ERROR,GNSSTask,pushRawData time, 20
54952,ERROR,GNSSTask,GNSS checkUblox time, 1
54952,ERROR,GNSSTask,GNSSTask time, 21
54976,ERROR,ControlTask,ControlTask time, 0
54979,ERROR,NavTask,NavigationTask time, 0
55033,ERROR,GNSSTask,GNSS checkUblox time, 2
55033,ERROR,GNSSTask,GNSSTask time, 2
55076,ERROR,ControlTask,ControlTask time, 0
55079,ERROR,NavTask,NavigationTask time, 0
55133,ERROR,GNSSTask,GNSS checkUblox time, 2
55133,ERROR,GNSSTask,GNSSTask time, 2
55176,ERROR,ControlTask,ControlTask time, 0
55179,ERROR,NavTask,NavigationTask time, 0
55233,ERROR,GNSSTask,GNSS checkUblox time, 2
55233,ERROR,GNSSTask,GNSSTask time, 2
55276,ERROR,ControlTask,ControlTask time, 0
55279,ERROR,NavTask,NavigationTask time, 0
55333,ERROR,GNSSTask,GNSS checkUblox time, 2
55333,ERROR,GNSSTask,GNSSTask time, 2
55376,ERROR,ControlTask,ControlTask time, 0
55379,ERROR,NavTask,NavigationTask time, 0
55433,ERROR,GNSSTask,GNSS checkUblox time, 2
55433,ERROR,GNSSTask,GNSSTask time, 2
55476,ERROR,ControlTask,ControlTask time, 0
55479,ERROR,NavTask,NavigationTask time, 0
55533,ERROR,GNSSTask,GNSS checkUblox time, 2
