
----- New Logging Session Started -----
Timestamp,Level,Task,Message

----- New Logging Session Started -----
Timestamp,Level,Task,Message
1072,ERROR,loopTask,SYSTEM RESTART DETECTED - this message should appear only once after power-up
20318,ERROR,NavTask,NavigationTask time, 0
20379,ERROR,GNSSTask,GNSS checkUblox time, 2
20379,ERROR,GNSSTask,GNSSTask time, 2
20375,ERROR,ControlTask,ControlTask time, 0
20367,ERROR,NavTask,NavigationTask time, 0
20429,ERROR,GNSSTask,GNSS checkUblox time, 2
20430,ERROR,GNSSTask,GNSSTask time, 3
20425,ERROR,ControlTask,ControlTask time, 0
20415,ERROR,NavTask,NavigationTask time, 0
20479,ERROR,GNSSTask,GNSS checkUblox time, 2
20480,ERROR,GNSSTask,GNSSTask time, 3
20475,ERROR,ControlTask,ControlTask time, 0
20468,ERROR,NavTask,NavigationTask time, 0
20529,ERROR,GNSSTask,GNSS checkUblox time, 2
20529,ERROR,GNSSTask,GNSSTask time, 2
20525,ERROR,ControlTask,ControlTask time, 0
20516,ERROR,NavTask,NavigationTask time, 0
20579,ERROR,GNSSTask,GNSS checkUblox time, 2
20590,ERROR,GNSSTask,GNSSTask time, 13
20575,ERROR,ControlTask,ControlTask time, 0
20629,ERROR,GNSSTask,GNSS checkCallbacks time, 1
20630,ERROR,GNSSTask,GNSS checkUblox time, 3
20643,ERROR,GNSSTask,GNSSTask time, 16
20625,ERROR,ControlTask,ControlTask time, 0
20679,ERROR,GNSSTask,GNSS checkUblox time, 2
20682,ERROR,GNSSTask,GNSSTask time, 5
20675,ERROR,ControlTask,ControlTask time, 0
20673,ERROR,NavTask,NavigationTask time, 0
20729,ERROR,GNSSTask,GNSS checkUblox time, 2
20734,ERROR,GNSSTask,GNSSTask time, 7
20725,ERROR,ControlTask,ControlTask time, 0
20721,ERROR,NavTask,NavigationTask time, 0
20779,ERROR,GNSSTask,GNSS checkUblox time, 2
20787,ERROR,GNSSTask,GNSSTask time, 10
20775,ERROR,ControlTask,ControlTask time, 0
20825,ERROR,ControlTask,ControlTask time, 0
20829,ERROR,GNSSTask,GNSS checkUblox time, 2
20840,ERROR,GNSSTask,GNSSTask time, 13
20774,ERROR,NavTask,NavigationTask time, 0
20879,ERROR,GNSSTask,GNSS checkUblox time, 2
20885,ERROR,GGATask,GGATask time, 6
20885,ERROR,GNSSTask,GNSSTask time, 8
20954,ERROR,GNSSTask,pushRawData time, 27
20955,ERROR,GNSSTask,GNSS checkUblox time, 1
20955,ERROR,GNSSTask,GNSSTask time, 28
20875,ERROR,ControlTask,ControlTask time, 0
20978,ERROR,GNSSTask,GNSS checkUblox time, 1
20985,ERROR,GNSSTask,GNSSTask time, 8
20971,ERROR,ControlTask,ControlTask time, 0
21011,ERROR,ControlTask,ControlTask time, 0
21029,ERROR,GNSSTask,GNSS checkUblox time, 2
21039,ERROR,GNSSTask,GNSSTask time, 12
21078,ERROR,GNSSTask,GNSS checkCallbacks time, 1
21079,ERROR,GNSSTask,GNSS checkUblox time, 2
21098,ERROR,GNSSTask,GNSSTask time, 21
21025,ERROR,ControlTask,ControlTask time, 0
21129,ERROR,GNSSTask,GNSS checkUblox time, 2
21137,ERROR,GNSSTask,GNSSTask time, 10
21124,ERROR,ControlTask,ControlTask time, 0
21178,ERROR,GNSSTask,GNSSTask time, 1
21164,ERROR,ControlTask,ControlTask time, 0
21190,ERROR,ControlTask,ControlTask time, 0
21167,ERROR,NavTask,NavigationTask time, 0
21229,ERROR,GNSSTask,GNSS checkUblox time, 2
21229,ERROR,GNSSTask,GNSSTask time, 2
21225,ERROR,ControlTask,ControlTask time, 0
21216,ERROR,NavTask,NavigationTask time, 0
21279,ERROR,GNSSTask,GNSS checkUblox time, 2
21283,ERROR,GNSSTask,GNSSTask time, 6
21275,ERROR,ControlTask,ControlTask time, 0
21270,ERROR,NavTask,NavigationTask time, 0
21329,ERROR,GNSSTask,GNSS checkUblox time, 2
21335,ERROR,GNSSTask,GNSSTask time, 8
21325,ERROR,ControlTask,ControlTask time, 0
21322,ERROR,NavTask,NavigationTask time, 0
21379,ERROR,GNSSTask,GNSS checkUblox time, 2
21387,ERROR,GNSSTask,GNSSTask time, 10
21375,ERROR,ControlTask,ControlTask time, 0
21428,ERROR,GNSSTask,GNSS checkCallbacks time, 1
21428,ERROR,GNSSTask,GNSS checkUblox time, 1
21440,ERROR,GNSSTask,GNSSTask time, 13
21425,ERROR,ControlTask,ControlTask time, 0
21479,ERROR,GNSSTask,GNSS checkUblox time, 2
21479,ERROR,GNSSTask,GNSSTask time, 2
21475,ERROR,ControlTask,ControlTask time, 0
21474,ERROR,NavTask,NavigationTask time, 0
21529,ERROR,GNSSTask,GNSS checkUblox time, 2
21531,ERROR,GNSSTask,GNSSTask time, 4
21525,ERROR,ControlTask,ControlTask time, 0
21518,ERROR,NavTask,NavigationTask time, 0
21579,ERROR,GNSSTask,GNSS checkCallbacks time, 1
21586,ERROR,GNSSTask,GNSS checkUblox time, 9
21607,ERROR,GNSSTask,GNSSTask time, 30
21628,ERROR,GNSSTask,GNSS checkCallbacks time, 1
21632,ERROR,GNSSTask,GNSS checkUblox time, 5
21644,ERROR,GNSSTask,GNSSTask time, 17
21575,ERROR,ControlTask,ControlTask time, 0
21679,ERROR,GNSSTask,GNSS checkUblox time, 2
21686,ERROR,GNSSTask,GNSSTask time, 9
21673,ERROR,ControlTask,ControlTask time, 0
21711,ERROR,ControlTask,ControlTask time, 0
21729,ERROR,GNSSTask,GNSS checkUblox time, 2
21737,ERROR,GNSSTask,GNSSTask time, 10
21725,ERROR,ControlTask,ControlTask time, 0
21771,ERROR,NavTask,NavigationTask time, 0
21779,ERROR,GNSSTask,GNSS checkUblox time, 2
21785,ERROR,GNSSTask,GNSSTask time, 8
21775,ERROR,ControlTask,ControlTask time, 0
21773,ERROR,NavTask,NavigationTask time, 0
21829,ERROR,GNSSTask,GNSS checkUblox time, 2
21834,ERROR,GNSSTask,GNSSTask time, 7
21825,ERROR,ControlTask,ControlTask time, 0
21822,ERROR,NavTask,NavigationTask time, 0
21879,ERROR,GNSSTask,GNSS checkUblox time, 2
21884,ERROR,GGATask,GGATask time, 5
21886,ERROR,GNSSTask,GNSSTask time, 9
21875,ERROR,ControlTask,ControlTask time, 0
21949,ERROR,GNSSTask,pushRawData time, 22
21950,ERROR,GNSSTask,GNSS checkUblox time, 1
21953,ERROR,GNSSTask,GNSSTask time, 26
21978,ERROR,GNSSTask,GNSS checkUblox time, 1
21980,ERROR,GNSSTask,GNSSTask time, 3
21950,ERROR,ControlTask,ControlTask time, 23
22006,ERROR,ControlTask,ControlTask time, 0
22029,ERROR,GNSSTask,GNSS checkUblox time, 2
22033,ERROR,GNSSTask,GNSSTask time, 6
22025,ERROR,ControlTask,ControlTask time, 0
22079,ERROR,GNSSTask,GNSS checkCallbacks time, 1
22086,ERROR,GNSSTask,GNSS checkCallbacks time, 1
22099,ERROR,GNSSTask,GNSS checkUblox time, 22
22112,ERROR,GNSSTask,GNSSTask time, 35
22129,ERROR,GNSSTask,GNSS checkUblox time, 2
22138,ERROR,GNSSTask,GNSSTask time, 11
22075,ERROR,ControlTask,ControlTask time, 0
22179,ERROR,GNSSTask,GNSS checkUblox time, 2
22179,ERROR,GNSSTask,GNSSTask time, 2
22165,ERROR,ControlTask,ControlTask time, 0
22205,ERROR,ControlTask,ControlTask time, 0
22228,ERROR,GNSSTask,GNSS checkUblox time, 1
22231,ERROR,GNSSTask,GNSSTask time, 4
22225,ERROR,ControlTask,ControlTask time, 0
22173,ERROR,NavTask,NavigationTask time, 0
22279,ERROR,GNSSTask,GNSS checkUblox time, 2
22284,ERROR,GNSSTask,GNSSTask time, 7
22275,ERROR,ControlTask,ControlTask time, 0
22270,ERROR,NavTask,NavigationTask time, 0
22329,ERROR,GNSSTask,GNSS checkUblox time, 2
22337,ERROR,GNSSTask,GNSSTask time, 10
22325,ERROR,ControlTask,ControlTask time, 0
22375,ERROR,ControlTask,ControlTask time, 0
22379,ERROR,GNSSTask,GNSS checkUblox time, 2
22389,ERROR,GNSSTask,GNSSTask time, 12
22323,ERROR,NavTask,NavigationTask time, 0
22429,ERROR,GNSSTask,GNSS checkUblox time, 2
22429,ERROR,GNSSTask,GNSSTask time, 2
22425,ERROR,ControlTask,ControlTask time, 0
22415,ERROR,NavTask,NavigationTask time, 0
22479,ERROR,GNSSTask,GNSS checkUblox time, 2
22482,ERROR,GNSSTask,GNSSTask time, 5
22475,ERROR,ControlTask,ControlTask time, 0
22467,ERROR,NavTask,NavigationTask time, 0
22529,ERROR,GNSSTask,GNSS checkUblox time, 2
22536,ERROR,GNSSTask,GNSSTask time, 9
22525,ERROR,ControlTask,ControlTask time, 0
22575,ERROR,ControlTask,ControlTask time, 0
22579,ERROR,GNSSTask,GNSS checkCallbacks time, 1
22599,ERROR,GNSSTask,GNSS checkUblox time, 22
22613,ERROR,GNSSTask,GNSSTask time, 36
22628,ERROR,GNSSTask,GNSS checkCallbacks time, 1
22640,ERROR,GNSSTask,GNSS checkUblox time, 13
22653,ERROR,GNSSTask,GNSSTask time, 26
22678,ERROR,GNSSTask,GNSS checkUblox time, 1
22683,ERROR,GNSSTask,GNSSTask time, 6
22625,ERROR,ControlTask,ControlTask time, 0
22709,ERROR,ControlTask,ControlTask time, 0
22729,ERROR,GNSSTask,GNSS checkUblox time, 2
22735,ERROR,GNSSTask,GNSSTask time, 8
22725,ERROR,ControlTask,ControlTask time, 0
22723,ERROR,NavTask,NavigationTask time, 0
22779,ERROR,GNSSTask,GNSS checkUblox time, 2
22787,ERROR,GNSSTask,GNSSTask time, 10
22775,ERROR,ControlTask,ControlTask time, 0
22828,ERROR,GNSSTask,GNSS checkCallbacks time, 1
22828,ERROR,GNSSTask,GNSS checkUblox time, 1
22839,ERROR,GNSSTask,GNSSTask time, 12
22825,ERROR,ControlTask,ControlTask time, 0
22875,ERROR,ControlTask,ControlTask time, 0
22879,ERROR,GNSSTask,GNSS checkUblox time, 2
22886,ERROR,GGATask,GGATask time, 7
22889,ERROR,GNSSTask,GNSSTask time, 12
22952,ERROR,GNSSTask,pushRawData time, 25
22953,ERROR,GNSSTask,GNSSTask time, 26
22925,ERROR,ControlTask,ControlTask time, 0
22975,ERROR,ControlTask,ControlTask time, 0
22978,ERROR,GNSSTask,GNSS checkUblox time, 1
22989,ERROR,GNSSTask,GNSSTask time, 12
22974,ERROR,NavTask,NavigationTask time, 0
23028,ERROR,GNSSTask,GNSS checkCallbacks time, 1
23028,ERROR,GNSSTask,GNSS checkUblox time, 1
23040,ERROR,GNSSTask,GNSSTask time, 13
23025,ERROR,ControlTask,ControlTask time, 0
23078,ERROR,GNSSTask,GNSS checkCallbacks time, 1
23090,ERROR,GNSSTask,GNSS checkUblox time, 13
23104,ERROR,GNSSTask,GNSSTask time, 27
23128,ERROR,GNSSTask,GNSS checkCallbacks time, 1
23129,ERROR,GNSSTask,GNSS checkUblox time, 2
23143,ERROR,GNSSTask,GNSSTask time, 16
23075,ERROR,ControlTask,ControlTask time, 0
23179,ERROR,GNSSTask,GNSS checkUblox time, 2
23182,ERROR,GNSSTask,GNSSTask time, 5
23169,ERROR,ControlTask,ControlTask time, 0
23208,ERROR,ControlTask,ControlTask time, 0
23229,ERROR,GNSSTask,GNSS checkUblox time, 2
23234,ERROR,GNSSTask,GNSSTask time, 7
23225,ERROR,ControlTask,ControlTask time, 0
23214,ERROR,NavTask,NavigationTask time, 0
23279,ERROR,GNSSTask,GNSS checkUblox time, 2
23287,ERROR,GNSSTask,GNSSTask time, 10
23275,ERROR,ControlTask,ControlTask time, 0
23329,ERROR,GNSSTask,GNSS checkUblox time, 2
23329,ERROR,GNSSTask,GNSSTask time, 2
23325,ERROR,ControlTask,ControlTask time, 0
23273,ERROR,NavTask,NavigationTask time, 0
23379,ERROR,GNSSTask,GNSS checkUblox time, 2
23380,ERROR,GNSSTask,GNSSTask time, 3
23375,ERROR,ControlTask,ControlTask time, 0
23367,ERROR,NavTask,NavigationTask time, 0
23429,ERROR,GNSSTask,GNSS checkUblox time, 2
23432,ERROR,GNSSTask,GNSSTask time, 5
23425,ERROR,ControlTask,ControlTask time, 0
23419,ERROR,NavTask,NavigationTask time, 0
23479,ERROR,GNSSTask,GNSS checkUblox time, 2
23485,ERROR,GNSSTask,GNSSTask time, 8
23475,ERROR,ControlTask,ControlTask time, 0
23525,ERROR,ControlTask,ControlTask time, 0
23529,ERROR,GNSSTask,GNSS checkUblox time, 2
23538,ERROR,GNSSTask,GNSSTask time, 11
23472,ERROR,NavTask,NavigationTask time, 0
23579,ERROR,GNSSTask,GNSS checkCallbacks time, 1
23581,ERROR,GNSSTask,GNSS checkUblox time, 4
23601,ERROR,GNSSTask,GNSSTask time, 24
23629,ERROR,GNSSTask,GNSS checkUblox time, 2
23629,ERROR,GNSSTask,GNSSTask time, 2
23575,ERROR,ControlTask,ControlTask time, 0
23655,ERROR,ControlTask,ControlTask time, 0
23679,ERROR,GNSSTask,GNSS checkUblox time, 2
23682,ERROR,GNSSTask,GNSSTask time, 5
23675,ERROR,ControlTask,ControlTask time, 0
23664,ERROR,NavTask,NavigationTask time, 0
23728,ERROR,GNSSTask,GNSS checkCallbacks time, 1
23734,ERROR,GNSSTask,GNSS checkUblox time, 7
23747,ERROR,GNSSTask,GNSSTask time, 20
23725,ERROR,ControlTask,ControlTask time, 0
23779,ERROR,GNSSTask,GNSS checkUblox time, 2
23787,ERROR,GNSSTask,GNSSTask time, 10
23775,ERROR,ControlTask,ControlTask time, 0
23829,ERROR,GNSSTask,GNSS checkUblox time, 2
23829,ERROR,GNSSTask,GNSSTask time, 2
23825,ERROR,ControlTask,ControlTask time, 0
23821,ERROR,NavTask,NavigationTask time, 0
23879,ERROR,GNSSTask,GNSS checkUblox time, 2
23885,ERROR,GNSSTask,GNSSTask time, 8
23884,ERROR,GGATask,GGATask time, 5
23950,ERROR,GNSSTask,pushRawData time, 23
23951,ERROR,GNSSTask,GNSS checkUblox time, 1
23951,ERROR,GNSSTask,GNSSTask time, 24
23875,ERROR,ControlTask,ControlTask time, 0
23978,ERROR,GNSSTask,GNSS checkUblox time, 1
23986,ERROR,GNSSTask,GNSSTask time, 9
23972,ERROR,ControlTask,ControlTask time, 0
24028,ERROR,GNSSTask,GNSS checkCallbacks time, 1
24028,ERROR,GNSSTask,GNSS checkUblox time, 1
24040,ERROR,GNSSTask,GNSSTask time, 13
24013,ERROR,ControlTask,ControlTask time, 0
24079,ERROR,GNSSTask,GNSS checkUblox time, 2
24088,ERROR,GNSSTask,GNSSTask time, 11
24066,ERROR,ControlTask,ControlTask time, 0
24129,ERROR,GNSSTask,GNSS checkUblox time, 2
24138,ERROR,GNSSTask,GNSSTask time, 11
24126,ERROR,ControlTask,ControlTask time, 0
24178,ERROR,GNSSTask,GNSS checkCallbacks time, 1
24178,ERROR,GNSSTask,GNSS checkUblox time, 1
24190,ERROR,GNSSTask,GNSSTask time, 13
24164,ERROR,ControlTask,ControlTask time, 0
24228,ERROR,GNSSTask,GNSS checkCallbacks time, 1
24228,ERROR,GNSSTask,GNSS checkUblox time, 1
24239,ERROR,GNSSTask,GNSSTask time, 12
24215,ERROR,ControlTask,ControlTask time, 0
24278,ERROR,GNSSTask,GNSS checkCallbacks time, 1
24278,ERROR,GNSSTask,GNSS checkUblox time, 1
24289,ERROR,GNSSTask,GNSSTask time, 12
24265,ERROR,ControlTask,ControlTask time, 0
24329,ERROR,GNSSTask,GNSS checkUblox time, 2
24329,ERROR,GNSSTask,GNSSTask time, 2
24315,ERROR,ControlTask,ControlTask time, 0
24353,ERROR,ControlTask,ControlTask time, 0
24378,ERROR,GNSSTask,GNSS checkCallbacks time, 1
24378,ERROR,GNSSTask,GNSS checkUblox time, 1
24389,ERROR,GNSSTask,GNSSTask time, 12
24375,ERROR,ControlTask,ControlTask time, 0
24429,ERROR,GNSSTask,GNSS checkUblox time, 2
24429,ERROR,GNSSTask,GNSSTask time, 2
24425,ERROR,ControlTask,ControlTask time, 0
24467,ERROR,NavTask,NavigationTask time, 0
24479,ERROR,GNSSTask,GNSS checkUblox time, 2
24481,ERROR,GNSSTask,GNSSTask time, 4
24475,ERROR,ControlTask,ControlTask time, 0
24468,ERROR,NavTask,NavigationTask time, 0
24529,ERROR,GNSSTask,GNSS checkUblox time, 2
24534,ERROR,GNSSTask,GNSSTask time, 7
24525,ERROR,ControlTask,ControlTask time, 0
24520,ERROR,NavTask,NavigationTask time, 0
24579,ERROR,GNSSTask,GNSS checkUblox time, 2
24588,ERROR,GNSSTask,GNSSTask time, 11
24575,ERROR,ControlTask,ControlTask time, 0
24629,ERROR,GNSSTask,GNSS checkUblox time, 2
24635,ERROR,GNSSTask,GNSSTask time, 8
24625,ERROR,ControlTask,ControlTask time, 0
24675,ERROR,ControlTask,ControlTask time, 0
24679,ERROR,GNSSTask,GNSS checkUblox time, 2
24688,ERROR,GNSSTask,GNSSTask time, 11
24674,ERROR,NavTask,NavigationTask time, 0
24729,ERROR,GNSSTask,GNSS checkCallbacks time, 1
24729,ERROR,GNSSTask,GNSS checkUblox time, 2
24743,ERROR,GNSSTask,GNSSTask time, 16
24725,ERROR,ControlTask,ControlTask time, 0
24779,ERROR,GNSSTask,GNSS checkUblox time, 2
24782,ERROR,GNSSTask,GNSSTask time, 5
24775,ERROR,ControlTask,ControlTask time, 0
24815,ERROR,NavTask,NavigationTask time, 0
24829,ERROR,GNSSTask,GNSS checkUblox time, 2
24834,ERROR,GNSSTask,GNSSTask time, 7
24825,ERROR,ControlTask,ControlTask time, 0
24821,ERROR,NavTask,NavigationTask time, 0
24879,ERROR,GNSSTask,GNSS checkUblox time, 2
24884,ERROR,GGATask,GGATask time, 5
24887,ERROR,GNSSTask,GNSSTask time, 10
24875,ERROR,ControlTask,ControlTask time, 0
24951,ERROR,GNSSTask,pushRawData time, 24
24952,ERROR,GNSSTask,GNSS checkUblox time, 1
24957,ERROR,GNSSTask,GNSSTask time, 30
24978,ERROR,GNSSTask,GNSS checkUblox time, 1
24987,ERROR,GNSSTask,GNSSTask time, 10
24927,ERROR,ControlTask,ControlTask time, 0
25028,ERROR,GNSSTask,GNSS checkCallbacks time, 1
25029,ERROR,GNSSTask,GNSS checkUblox time, 2
25040,ERROR,GNSSTask,GNSSTask time, 13
25013,ERROR,ControlTask,ControlTask time, 0
25079,ERROR,GNSSTask,GNSS checkUblox time, 2
25079,ERROR,GNSSTask,GNSSTask time, 2
25066,ERROR,ControlTask,ControlTask time, 0
25111,ERROR,ControlTask,ControlTask time, 0
25129,ERROR,GNSSTask,GNSS checkUblox time, 2
25138,ERROR,GNSSTask,GNSSTask time, 11
25125,ERROR,ControlTask,ControlTask time, 0
25179,ERROR,GNSSTask,GNSS checkUblox time, 2
25179,ERROR,GNSSTask,GNSSTask time, 2
25175,ERROR,ControlTask,ControlTask time, 0
25174,ERROR,NavTask,NavigationTask time, 0
25229,ERROR,GNSSTask,GNSS checkUblox time, 2
25231,ERROR,GNSSTask,GNSSTask time, 4
25225,ERROR,ControlTask,ControlTask time, 0
25218,ERROR,NavTask,NavigationTask time, 0
25279,ERROR,GNSSTask,GNSS checkUblox time, 2
25283,ERROR,GNSSTask,GNSSTask time, 6
25275,ERROR,ControlTask,ControlTask time, 0
25270,ERROR,NavTask,NavigationTask time, 0
25329,ERROR,GNSSTask,GNSS checkUblox time, 2
25335,ERROR,GNSSTask,GNSSTask time, 8
25325,ERROR,ControlTask,ControlTask time, 0
25378,ERROR,GNSSTask,GNSS checkCallbacks time, 1
25378,ERROR,GNSSTask,GNSS checkUblox time, 1
25389,ERROR,GNSSTask,GNSSTask time, 12
25375,ERROR,ControlTask,ControlTask time, 0
25429,ERROR,GNSSTask,GNSS checkUblox time, 2
25441,ERROR,GNSSTask,GNSSTask time, 14
25425,ERROR,ControlTask,ControlTask time, 0
25479,ERROR,GNSSTask,GNSS checkUblox time, 2
25481,ERROR,GNSSTask,GNSSTask time, 4
25475,ERROR,ControlTask,ControlTask time, 0
25422,ERROR,NavTask,NavigationTask time, 0
25529,ERROR,GNSSTask,GNSS checkUblox time, 2
25531,ERROR,GNSSTask,GNSSTask time, 4
25525,ERROR,ControlTask,ControlTask time, 0
25519,ERROR,NavTask,NavigationTask time, 0
25579,ERROR,GNSSTask,GNSS checkUblox time, 2
25581,ERROR,GNSSTask,GNSSTask time, 4
25575,ERROR,ControlTask,ControlTask time, 0
25628,ERROR,GNSSTask,GNSS checkCallbacks time, 1
25629,ERROR,GNSSTask,GNSS checkUblox time, 2
25643,ERROR,GNSSTask,GNSSTask time, 16
25625,ERROR,ControlTask,ControlTask time, 0
25679,ERROR,GNSSTask,GNSS checkUblox time, 2
25683,ERROR,GNSSTask,GNSSTask time, 6
25675,ERROR,ControlTask,ControlTask time, 0
25669,ERROR,NavTask,NavigationTask time, 0
25728,ERROR,GNSSTask,GNSS checkUblox time, 1
25736,ERROR,GNSSTask,GNSSTask time, 9
25725,ERROR,ControlTask,ControlTask time, 0
25775,ERROR,ControlTask,ControlTask time, 0
25779,ERROR,GNSSTask,GNSS checkUblox time, 2
25788,ERROR,GNSSTask,GNSSTask time, 11
25723,ERROR,NavTask,NavigationTask time, 0
25829,ERROR,GNSSTask,GNSS checkUblox time, 2
25829,ERROR,GNSSTask,GNSSTask time, 2
25825,ERROR,ControlTask,ControlTask time, 0
25814,ERROR,NavTask,NavigationTask time, 0
25879,ERROR,GNSSTask,GNSS checkUblox time, 2
25883,ERROR,GGATask,GGATask time, 4
25884,ERROR,GNSSTask,GNSSTask time, 7
25875,ERROR,ControlTask,ControlTask time, 0
25952,ERROR,GNSSTask,pushRawData time, 25
25953,ERROR,GNSSTask,GNSSTask time, 26
25925,ERROR,ControlTask,ControlTask time, 0
25979,ERROR,GNSSTask,GNSS checkUblox time, 2
25981,ERROR,GNSSTask,GNSSTask time, 4
25975,ERROR,ControlTask,ControlTask time, 0
25967,ERROR,NavTask,NavigationTask time, 0
26028,ERROR,GNSSTask,GNSS checkUblox time, 1
26034,ERROR,GNSSTask,GNSSTask time, 7
26025,ERROR,ControlTask,ControlTask time, 0
26021,ERROR,NavTask,NavigationTask time, 0
26079,ERROR,GNSSTask,GNSS checkUblox time, 2
26086,ERROR,GNSSTask,GNSSTask time, 9
26075,ERROR,ControlTask,ControlTask time, 0
26129,ERROR,GNSSTask,GNSS checkUblox time, 2
26139,ERROR,GNSSTask,GNSSTask time, 12
26126,ERROR,ControlTask,ControlTask time, 0
26179,ERROR,GNSSTask,GNSS checkUblox time, 2
26180,ERROR,GNSSTask,GNSSTask time, 3
26175,ERROR,ControlTask,ControlTask time, 0
26173,ERROR,NavTask,NavigationTask time, 0
26229,ERROR,GNSSTask,GNSS checkUblox time, 2
26232,ERROR,GNSSTask,GNSSTask time, 5
26225,ERROR,ControlTask,ControlTask time, 0
26219,ERROR,NavTask,NavigationTask time, 0
26279,ERROR,GNSSTask,GNSS checkUblox time, 2
26284,ERROR,GNSSTask,GNSSTask time, 7
26275,ERROR,ControlTask,ControlTask time, 0
26271,ERROR,NavTask,NavigationTask time, 0
26329,ERROR,GNSSTask,GNSS checkUblox time, 2
26337,ERROR,GNSSTask,GNSSTask time, 10
26325,ERROR,ControlTask,ControlTask time, 0
26378,ERROR,GNSSTask,GNSSTask time, 1
26375,ERROR,ControlTask,ControlTask time, 0
26324,ERROR,NavTask,NavigationTask time, 0
26403,ERROR,NavTask,NavigationTask time, 0
26429,ERROR,GNSSTask,GNSS checkUblox time, 2
26429,ERROR,GNSSTask,GNSSTask time, 2
26425,ERROR,ControlTask,ControlTask time, 0
26416,ERROR,NavTask,NavigationTask time, 0
26479,ERROR,GNSSTask,GNSS checkUblox time, 2
26486,ERROR,GNSSTask,GNSSTask time, 9
26475,ERROR,ControlTask,ControlTask time, 0
26525,ERROR,ControlTask,ControlTask time, 0
26529,ERROR,GNSSTask,GNSS checkUblox time, 2
26538,ERROR,GNSSTask,GNSSTask time, 11
26473,ERROR,NavTask,NavigationTask time, 0
26579,ERROR,GNSSTask,GNSS checkUblox time, 2
26579,ERROR,GNSSTask,GNSSTask time, 2
26575,ERROR,ControlTask,ControlTask time, 0
26628,ERROR,GNSSTask,GNSS checkUblox time, 1
26631,ERROR,GNSSTask,GNSSTask time, 4
26625,ERROR,ControlTask,ControlTask time, 0
26664,ERROR,NavTask,NavigationTask time, 0
26679,ERROR,GNSSTask,GNSS checkUblox time, 2
26682,ERROR,GNSSTask,GNSSTask time, 5
26675,ERROR,ControlTask,ControlTask time, 0
26667,ERROR,NavTask,NavigationTask time, 0
26729,ERROR,GNSSTask,GNSS checkUblox time, 2
26731,ERROR,GNSSTask,GNSSTask time, 4
26725,ERROR,ControlTask,ControlTask time, 0
26719,ERROR,NavTask,NavigationTask time, 0
26779,ERROR,GNSSTask,GNSS checkUblox time, 2
26783,ERROR,GNSSTask,GNSSTask time, 6
26775,ERROR,ControlTask,ControlTask time, 0
26767,ERROR,NavTask,NavigationTask time, 0
26829,ERROR,GNSSTask,GNSS checkUblox time, 2
26832,ERROR,GNSSTask,GNSSTask time, 5
26825,ERROR,ControlTask,ControlTask time, 0
26820,ERROR,NavTask,NavigationTask time, 0
26879,ERROR,GNSSTask,GNSS checkUblox time, 2
26885,ERROR,GNSSTask,GNSSTask time, 8
26884,ERROR,GGATask,GGATask time, 5
26875,ERROR,ControlTask,ControlTask time, 0
26952,ERROR,GNSSTask,pushRawData time, 25
26953,ERROR,GNSSTask,GNSS checkUblox time, 1
26957,ERROR,GNSSTask,GNSSTask time, 30
26978,ERROR,GNSSTask,GNSS checkUblox time, 1
26988,ERROR,GNSSTask,GNSSTask time, 11
26925,ERROR,ControlTask,ControlTask time, 0
27028,ERROR,GNSSTask,GNSS checkCallbacks time, 1
27029,ERROR,GNSSTask,GNSS checkUblox time, 2
27041,ERROR,GNSSTask,GNSSTask time, 14
27014,ERROR,ControlTask,ControlTask time, 0
27079,ERROR,GNSSTask,GNSS checkUblox time, 2
27081,ERROR,GNSSTask,GNSSTask time, 4
27067,ERROR,ControlTask,ControlTask time, 0
27129,ERROR,GNSSTask,GNSS checkCallbacks time, 1
27130,ERROR,GNSSTask,GNSS checkUblox time, 3
27144,ERROR,GNSSTask,GNSSTask time, 17
27115,ERROR,ControlTask,ControlTask time, 0
27179,ERROR,GNSSTask,GNSS checkUblox time, 2
27183,ERROR,GNSSTask,GNSSTask time, 6
27170,ERROR,ControlTask,ControlTask time, 0
27210,ERROR,ControlTask,ControlTask time, 0
27229,ERROR,GNSSTask,GNSS checkUblox time, 2
27236,ERROR,GNSSTask,GNSSTask time, 9
27225,ERROR,ControlTask,ControlTask time, 0
27275,ERROR,ControlTask,ControlTask time, 0
27279,ERROR,GNSSTask,GNSS checkUblox time, 2
27289,ERROR,GNSSTask,GNSSTask time, 12
27268,ERROR,NavTask,NavigationTask time, 0
27329,ERROR,GNSSTask,GNSS checkUblox time, 2
27329,ERROR,GNSSTask,GNSSTask time, 2
27325,ERROR,ControlTask,ControlTask time, 0
27315,ERROR,NavTask,NavigationTask time, 0
27379,ERROR,GNSSTask,GNSS checkUblox time, 2
27380,ERROR,GNSSTask,GNSSTask time, 3
27375,ERROR,ControlTask,ControlTask time, 0
27367,ERROR,NavTask,NavigationTask time, 0
27428,ERROR,GNSSTask,GNSS checkUblox time, 1
27434,ERROR,GNSSTask,GNSSTask time, 7
27425,ERROR,ControlTask,ControlTask time, 0
27421,ERROR,NavTask,NavigationTask time, 0
27479,ERROR,GNSSTask,GNSS checkUblox time, 2
27486,ERROR,GNSSTask,GNSSTask time, 9
27475,ERROR,ControlTask,ControlTask time, 0
27525,ERROR,ControlTask,ControlTask time, 0
27529,ERROR,GNSSTask,GNSS checkUblox time, 2
